SKU,PlatformID,Platform
LWOB16171126,8990327,M
LWOB16171128,8990329,M
LWOB16171130,8900075,M
LWOB16171131,8900073,M
LWOB16171132,8757893,M
LWOB16171132B,10639012,M
LWOB16171135,7785436,M
LWOB16171137,7786021,M
LWOB16171138,9256777,M
LWOB16171139,9256779,M
LWOB16171141,9054183,M
LWOB16171142,9054185,M
LWOB16171143,9054187,M
LWOB16171145,8962861,M
LWOB16171146,8962869,M
LWOB16171148,9256773,M
LWOB16171149,9256775,M
LWOB16171149B,11178890,M
LWOB16171150,9889515,M
LWOB16171151,13073690,M
LWOB19201058,11387990,M
LWOB19201059,11387986,M
LWOB19201060,11387992,M
LWOB19201061,11387988,M
LWOB19201062,11463332,M
LWOB19201063,11463350,M
LWOB19201064,11574504,M
LWOB19201065,11463356,M
LWOB19201066,11574502,M
LWOB19201067,11463354,M
LWOB19201068,11463330,M
LWOB19201069,11463348,M
LWOB19201070,11495024,M
LWOB19201071,11495020,M
LWOB19201072,11495026,M
LWOB19201073,11495022,M
LWOB19201074,11463340,M
LWOB19201075,11463324,M
LWOB19201076,11463336,M
LWOB19201077,11463352,M
LWOB19201078,11463322,M
LWOB19201079,11463342,M
LWOB19201080,11463334,M
LWOB19201081,11463346,M
LWOB19201082,11463344,M
LWOB19201083,11463326,M
LWOB19201084,11463338,M
LWOB19201085,11463328,M
LWOB19201121,8962865,M
LWOB19201122,8962859,M
LWOB202101,14457058,M
LWOB202102,14457060,M
LWOB202103,14626346,M
LWOB202104,14626348,M
LWOB2021132,12699370,M
LWOB2021149,12699372,M
LWPC16179008,14163182,M
LWPC16179009,14163180,M
LWPH16172002,11949570,M
LWPH16172003,11949572,M
LWPH16172004,11949568,M
LWPH20202001,11504990,M
LWPH20202002,11504992,M
LWPH20202003,11504988,M
LWSB16173004,4645547,M
LWSB16173005,8787387,M
LWSB16173007,8787385,M
LWSB16173008,11557750,M
LWSB16173009,10638966,M
LWSB16173009B,11554206,M
LWSB16173010,12164776,M
LWSB16173011,8962491,M
LWSB16173012,8962489,M
LWSB16173013,8962493,M
LWSB16173014,9273939,M
LWSB16173015,9273943,M
LWSB16173015B,11557748,M
LWSB16173016,9273935,M
LWSB16173017,9273937,M
LWSB16173018,9273933,M
LWSB16173018B,11557752,M
LWSB16173019,9273941,M
LWSB19203021,9683765,M
LWSB19203022,9683769,M
LWSB19203023,9683767,M
LWSB19203024,11207872,M
LWSB19203025,11207874,M
LWSB19203026,11207868,M
LWSB19203027,11207876,M
LWSB19203028,11207870,M
LWSB19203029,11207878,M
LWSB20213014,14148604,M
LWSB20213016,14148602,M
LWSB21500,15587936,M
LWSB21501,15587934,M
LWSB21502,15587938,M
LWTP16174016,14032054,M
LWTP16174018,8803581,M
LWTP16174019,8803587,M
LWTP16174020,8803579,M
LWTP16174021,8803589,M
LWTP16174022,8803575,M
LWTP16174023,8803585,M
LWTP16174024,8803583,M
LWTP16174025,8803577,M
LWTP202101,14024178,M
LWTP202102,14024188,M
LWTP202104,18837568,M
LWTP20214021,14024182,M
LWTP20214022,14024180,M
LWTP20214023,14032048,M
LWWC16176002,4700850,M
LWWC16176005,4700882,M
LWWC16176010,5965357,M
LWWC16176022,4700840,M
LWWC16176024,4700895,M
LWWC16176037,4700843,M
LWWC16176037B,12981118,M
LWWC16176038,4700854,M
LWWC16176038B,13105366,M
LWWC16176039,9192453,M
LWWC16176040,4700887,M
LWWC16176040B,12981114,M
LWWC16176041,9192449,M
LWWC16176042,14135998,M
LWWC16176046,4700907,M
LWWC16176047,4700903,M
LWWC16176050,5965353,M
LWWC16176050B,11616928,M
LWWC16176053,4700846,M
LWWC16176053B,9716257,M
LWWC16176054,4700897,M
LWWC16176054B,10619278,M
LWWC16176056,5965364,M
LWWC16176059,4700875,M
LWWC16176063,4700839,M
LWWC16176064,4700889,M
LWWC16176064B,11616922,M
LWWC16176065,4700886,M
LWWC16176066,4700835,M
LWWC16176067,4700841,M
LWWC16176068,4700838,M
LWWC16176070,4700842,M
LWWC16176073,4700901,M
LWWC16176074,4700836,M
LWWC16176074B,11616920,M
LWWC16176075,4700868,M
LWWC16176076,9192451,M
LWWC16176077,9192443,M
LWWC16176079,9192441,M
LWWC16176079B,12981116,M
LWWC16176080,9192455,M
LWWC16176080B,11333904,M
LWWC16176082,2297234,M
LWWC16176084,4700834,M
LWWC16176085,4700833,M
LWWC16176086,2297236,M
LWWC16176087,2297229,M
LWWC16176087B,9716275,M
LWWC16176088,2297232,M
LWWC16176088B,9716265,M
LWWC16176089,2297238,M
LWWC16176090,2297224,M
LWWC16176091B,9716267,M
LWWC16176092,2297233,M
LWWC16176094,2297223,M
LWWC16176096,2297227,M
LWWC16176099,2390463,M
LWWC16176099B,9716273,M
LWWC16176100,2390464,M
LWWC16176100B,9716271,M
LWWC16176103,4700892,M
LWWC16176103B,9716259,M
LWWC16176104,4700884,M
LWWC16176105,4700856,M
LWWC16176105B,13105364,M
LWWC16176106,4700900,M
LWWC16176107,4700845,M
LWWC16176108,4700906,M
LWWC16176108B,10619280,M
LWWC16176109B,9716269,M
LWWC16176110,4700874,M
LWWC16176110B,9716263,M
LWWC16176111,4700837,M
LWWC16176112,5965359,M
LWWC16176112B,10619284,M
LWWC16176113,5965355,M
LWWC16176114,5965366,M
LWWC16176115,5965356,M
LWWC16176116,5965360,M
LWWC16176117,5965363,M
LWWC16176117B,9716261,M
LWWC16176118,5965354,M
LWWC16176119,5965365,M
LWWC16176120,5965362,M
LWWC16176120B,10619286,M
LWWC16176121,5965358,M
LWWC16176121B,10619282,M
LWWC16176122,5965367,M
LWWC16176123,6707766,M
LWWC16176124,6707765,M
LWWC16176125,5965361,M
LWWC16176126,14163420,M
LWWC16176127,9192439,M
LWWC16176128,9192437,M
LWWC16176129,9192459,M
LWWC16176130,10316921,M
LWWC16176131,10316919,M
LWWC16176132,10316923,M
LWWC16176133,11616938,M
LWWC16176134,11333906,M
LWWC16176135,11333914,M
LWWC16176136,11333912,M
LWWC16176137,11333910,M
LWWC16176138,11333908,M
LWWC16176139,11333916,M
LWWC16176140,11616936,M
LWWC16176141,14453606,M
LWWC19206054,11616934,M
LWWC19206056,9192445,M
LWWC19206065,9192435,M
LWWC19206089,9192447,M
LWWC19206099,11616918,M
LWWC19206109,11616926,M
LWWC19206110,11616930,M
LWWC19206113,9192457,M
LWWC19206120,11616924,M
LWWC19206121,11616932,M
LWWC20216001,14136006,M
LWWC20216040,14136008,M
LWWC20216075,14136000,M
LWWC20216094,13168678,M
LWWC20216106,14136004,M
LWWC20216128,14136002,M
LWWC2101,14162158,M
LWWC2102,14432302,M
LWWC2104,15544500,M
LWWP2101,14371548,M
LWSB19203019B,SDL195490127,SD
LWOB16171123C,SDL432037858,SD
LWDB20214099,SDL447342892,SD
LWSB16173019,SDL079991245,SD
LWHK2020105,SDL620658674,SD
LWOB202104,SDL098372178,SD
LWHK2021101,SDL039058156,SD
LWDB20214098,SDL464232316,SD
LWOB16171124,SDL476917408,SD
LWHK2021105,SDL018288244,SD
LWSB19203026,SDL864497628,SD
LWSB16173008,SDL213730058,SD
LWHK2021102,SDL062985197,SD
LWHK2020101,SDL422544756,SD
LWWC19206091,SDL568452355,SD
LWSB21501,SDL782871585,SD
LWSB16173010,SDL601867562,SD
LWDB19204062,SDL642576022,SD
LWSB19203016,SDL321052458,SD
LWSB19203025,SDL874880336,SD
LWSB1010,SDL069288692,SD
LWSB02,SDL040469367,SD
LWOB19201079,SDL003648833,SD
LWHK2020106,SDL256795516,SD
LWDB19204089,SDL505401936,SD
FLYOB1122C,SDL721246772,SD
LWSB19203024,SDL859206228,SD
LWSB16173018,SDL356400708,SD
LWOB202103,SDL083151325,SD
FLYOB202108,SDL029195414,SD
LWWC19206105,SDL568357702,SD
LWHK2020102,SDL618930930,SD
LWDB19204084,SDL264187165,SD
LWDB4014,SDL804237289,SD
LWDB20204060,SDL090777042,SD
LWSB19203010,SDL274258740,SD
LWOB19201080,SDL022709719,SD
LWSB101,SDL059003883,SD
LWOB16171125,SDL429928700,SD
FLYSB2002105,SDL052965968,SD
LWOB20201124,SDL773034059,SD
lwwc16176077,SDL793265439,SD
FLYDB224004,SDL260597120,SD
LWSB19203021,SDL908994740,SD
LWBP20213014,SDL530325112,SD
LWWC16176104,SDL241140699,SD
FLYSB2002101,SDL071979704,SD
LWBP20213011,SDL911384126,SD
FLYSB2002102,SDL048850206,SD
LWMB009,SDL038863341,SD
LWHK2021106,SDL043208962,SD
LWBP3088,SDL112084604,SD
FLYDB224005,SDL208075022,SD
LWOB16171122,SDL800868684,SD
LWBP20213012,SDL845007537,SD
LWOB1121C,SDL464888013,SD
LWOB19201078,SDL785797011,SD
LWOB16171121,SDL492255389,SD
LWSB215102,SDL634382499,SD
LWSB109,SDL070653986,SD
LWSB10101,SDL148510093,SD
FLYOB202110,SDL706381820,SD
lwwc16176059,SDL462516602,SD
LWOB20201122,SDL161519962,SD
LWOB16171151,SDL468643305,SD
LWBP19203067,SDL925558300,SD
LWHK2020104,SDL608391193,SD
FLYBP202102,SDL919691276,SD
LWOB20201120,SDL959950067,SD
LWBP20213016,SDL661162266,SD
FLYDB20214002,SDL673379363,SD
LWOB19201132,SDL390461496,SD
50LWGW2222,SDL705294814,SD
FLYDB20214003,SDL670726443,SD
LWDB214103,SDL535021374,SD
50LWGW2217,SDL409933627,SD
FLYOB202107,SDL989433452,SD
LWDB16174096,SDL456935297,SD
34LWGW2222,SDL671303753,SD
LWMB008,SDL945844369,SD
LWOB19201084,SDL683482141,SD
34LWGW2203,SDL495336903,SD
FLYSB2002104,SDL055059106,SD
LWBP20213015,SDL663170689,SD
LWWC16176094,SDL218063457,SD
LWTP2002104,SDL432626243,SD
LWBP19203084,SDL085745328,SD
32LWGW2203,SDL504229390,SD
LWOB16171123,SDL032491583,SD
32LWGW2218,SDL902393203,SD
36LWGW2218,SDL906139263,SD
FLYBP202103,SDL782004621,SD
50LWGW2203,SDL519055913,SD
50LWGW2218,SDL910282062,SD
FLYBP202104,SDL808576499,SD
32LWGW2222,SDL673045907,SD
34LWGW2218,SDL907300628,SD
LWOB20201123,SDL682420230,SD
36LWGW2203,SDL505576072,SD
LWWC19206059,SDL011496322,SD
FLYOB202102,SDL433325550,SD
LWDB214102,SDL484128535,SD
LGOB08,SDL439931299,SD
LWSB215002,SDL583637821,SD
36LWGW2222,SDL685832338,SD
LWOB19201082,SDL414444309,SD
46LWGW2222,SDL719632353,SD
LWWC19206114,SDL564965756,SD
LWSB104,SDL845756509,SD
38LWGW2222,SDL664322639,SD
40LWGW2217,SDL398152052,SD
34LWGW2217,SDL404900593,SD
LWWC16176107,SDL154161044,SD
lwwc16176075,SDL440066604,SD
FLYTP2101,SDL829931851,SD
LGW6117,SDL351195255,SD
LWSB19203022,SDL110253057,SD
LGOB02,SDL022971924,SD
FLYOB202105,SDL930939647,SD
42LWGW2222,SDL681329123,SD
36LWGW2217,SDL392311393,SD
LWSB19203023,SDL875200884,SD
30LWGW2203,SDL448302967,SD
30LWGW2218,SDL902264164,SD
FLYOB202109,SDL522136149,SD
44LWGW2222,SDL670287481,SD
LWWC16171121,SDL564055968,SD
LWOB19201083,SDL437438878,SD
LGOB01,SDL678343463,SD
40LWGW2222,SDL696727816,SD
38LWGW2217,SDL390392991,SD
LWWC16176117,SDL868462458,SD
30LWGW2222,SDL663309122,SD
42LWGW2217,SDL402346148,SD
44LWGW2218,SDL928657846,SD
38LWGW2203,SDL484120469,SD
48LWGW2203,SDL517198451,SD
32LWGW2217,SDL401313243,SD
46LWGW2218,SDL909760142,SD
48LWGW2217,SDL402701770,SD
LWTP202104,SDL640766253,SD
38LWGW2218,SDL912491391,SD
30LWGW2217,SDL389780735,SD
LWPH16172002,SDL356347511,SD
40LWGW2218,SDL923757944,SD
46LWGW2217,SDL396123502,SD
44LWGW2217,SDL416395843,SD
LWHK2207,SDL097871437,SD
LWWC16176112,SDL828816969,SD
FLYOB202103,SDL434300877,SD
LWWC16176115,SDL324777138,SD
48LWGW2222,SDL687911229,SD
LWTP2102,SDL850986104,SD
LWHK2021104,SDL032817972,SD
46LWGW2203,SDL531002056,SD
48LWGW2218,SDL930482494,SD
50LWGW2216,SDL912551642,SD
40LWGW2203,SDL483155402,SD
42LWGW2203,SDL467450726,SD
LWWC16176113,SDL677723854,SD
44LWGW2203,SDL522010322,SD
LWDB20214097,SDL352397768,SD
LWBP20213032,SDL079013759,SD
36LWGW2216,SDL896666162,SD
LWDB22100,SDL579989895,SD
40LWGW2205,SDL545685868,SD
42LWGW2218,SDL923984849,SD
LWTP202102,SDL701619682,SD
34LWGW2223,SDL785548947,SD
LWOB19201083B,SDL173009173,SD
32LWGW2223,SDL723359706,SD
50LWGW2223,SDL900797306,SD
48LWGW2216,SDL941199063,SD
36LWGW2221,SDL179955369,SD
32LWGW2205,SDL540842943,SD
44LWGW2216,SDL923867239,SD
40LWGW2216,SDL856925241,SD
38LWGW2213,SDL051892626,SD
34LWGW2205,SDL599546831,SD
LWBP20213004,SDL279650106,SD
LWBP20213029,SDL363461533,SD
36LWGW2212,SDL300610799,SD
32LWGW2221,SDL177881609,SD
34LWGW2216,SDL875076436,SD
36LWGW2223,SDL733431188,SD
38LWGW2223,SDL737959282,SD
30LWGW2219,SDL066879916,SD
LWWC19206106,SDL559679513,SD
40LWGW2223,SDL829315760,SD
30LWGW2221,SDL171332363,SD
38LWGW2201,SDL598667452,SD
50LWGW2221,SDL188792624,SD
30LWGW2205,SDL550089646,SD
36LWGW2207,SDL405498387,SD
40LWGW2202,SDL464323792,SD
LWGW2223,SDL776195399,SD
50LWGW2215,SDL252532496,SD
50LWGW2226,SDL246161161,SD
38LWGW2216,SDL850165799,SD
34LWGW2221,SDL174411896,SD
38LWGW2212,SDL293877999,SD
32LWGW2213,SDL054687399,SD
42LWGW2212,SDL293735661,SD
40LWGW2212,SDL311085786,SD
30LWGW2223,SDL753565161,SD
30LWGW2202,SDL384224168,SD
LWBP20213007,SDL591650939,SD
LWBP20213033,SDL059464259,SD
LWGW2208,SDL690123521,SD
50LWGW2213,SDL107731307,SD
48LWGW2223,SDL824515733,SD
32LWGW2212,SDL285646092,SD
50LWGW2211,SDL003543153,SD
40LWGW2206,SDL982534381,SD
38LWGW2205,SDL563647246,SD
36LWGW2204,SDL586886738,SD
32LWGW2216,SDL842178460,SD
48LWGW2221,SDL189192433,SD
40LWGW2221,SDL185569589,SD
32LWGW2215,SDL203121674,SD
32LWGW2219,SDL142675139,SD
LWBP20213001,SDL507164079,SD
34LWGW2214,SDL832001262,SD
50LWGW2224,SDL917082706,SD
42LWGW2223,SDL817402608,SD
44LWGW2213,SDL087968599,SD
40LWGW2201,SDL589996068,SD
LWGW2209,SDL777318604,SD
38LWGW2206,SDL017794125,SD
42LWGW2221,SDL185345036,SD
LWGW2225,SDL180596113,SD
44LWGW2223,SDL832886286,SD
34LWGW2225,SDL978824975,SD
40LWGW2204,SDL627853644,SD
32LWGW2202,SDL387419926,SD
50LWGW2242,SDL450983222,SD
50LWGW2212,SDL306793791,SD
38LWGW2219,SDL088820758,SD
48LWGW2219Q,SDL225278377,SD
40LWGW2219,SDL227979610,SD
36LWGW2219,SDL167433890,SD
30LWGW2216,SDL835849324,SD
36LWGW2205,SDL556480052,SD
46LWGW2216,SDL885306218,SD
46LWGW2219,SDL156263482,SD
LWPH16172004,SDL891652258,SD
32LWGW2214,SDL845944725,SD
LWBP20213006,SDL935460043,SD
30LB2201,SDL870759616,SD
48LWGW2212,SDL325507970,SD
40LWGW2213,SDL069145775,SD
38LWGW2220,SDL844667006,SD
38LWGW2202,SDL432186080,SD
32LWGW2201,SDL582934062,SD
36LWGW2213,SDL054637810,SD
LWGW2224,SDL073944384,SD
46LWGW2223,SDL754595414,SD
FLYWP2203,SDL034253465,SD
32LWGW2224,SDL842808733,SD
40LWGW2220,SDL844043929,SD
46LWGW2213,SDL113350502,SD
50LWGW2245,SDL149213574,SD
38LWGW2221,SDL187927392,SD
FLYWP2202,SDL033727012,SD
FLYSB202108,SDL023120708,SD
34LWGW2211,SDL978972257,SD
32LWGW2220,SDL830541242,SD
48LWGW2224,SDL957051579,SD
42LWGW2225,SDL065314153,SD
32LWGW2225,SDL067699568,SD
50LWGW2220,SDL849097251,SD
50LWGW2225,SDL161701947,SD
40LWGW2224,SDL925134711,SD
46LWGW2212,SDL312479268,SD
42LWGW2216,SDL922413554,SD
48LWGW2211,SDL000679792,SD
34LWGW2206,SDL021792400,SD
34LWGW2224,SDL876742458,SD
32LWGW2206,SDL968706459,SD
36LWGW2225,SDL172937527,SD
42LWGW2211,SDL977439679,SD
34LWGW2204,SDL614549017,SD
38LWGW2204,SDL617458919,SD
32LWGW2204,SDL608151747,SD
50LWGW2244,SDL015679390,SD
LWSB19203025B,SDL692033758,SD
34LWGW2215,SDL183942831,SD
44LWGW2215,SDL223434854,SD
40LWGW2215,SDL186660436,SD
LWWC2102,SDL019535134,SD
34LWGW2219,SDL084207670,SD
38LWGW2226,SDL181425436,SD
LWGW2226,SDL296479866,SD
44LWGW2226,SDL204250887,SD
36LWGW2226,SDL182830701,SD
48LWGW2226,SDL279384956,SD
34LWGW2226,SDL191094067,SD
50LWGW2219,SDL219646277,SD
30LWGW2204,SDL576662751,SD
36LWGW2202,SDL404198525,SD
38LWGW2224,SDL907970651,SD
LWPH16172003,SDL900277443,SD
40LWGW2214,SDL877344988,SD
38LWGW2214,SDL866093472,SD
36LWGW2214,SDL854487454,SD
LWTP202101,SDL879668755,SD
30LWGW2214,SDL819444323,SD
30LWGW2207,SDL382615942,SD
32LWGW2211,SDL951968644,SD
44LWGW2244,SDL001580682,SD
34LWGW2244,SDL002647960,SD
28LWGW2244,SDL943636483,SD
48LWGW2244,SDL007572239,SD
36LWGW2244,SDL005127193,SD
46LWGW2244,SDL015441966,SD
32LWGW2244,SDL960171431,SD
42LWGW2244,SDL013361920,SD
40LWGW2244,SDL005790413,SD
30LWGW2244,SDL978079772,SD
38LWGW2244,SDL002531281,SD
38LWGW2245,SDL163027213,SD
28LWGW2245,SDL084003589,SD
44LWGW2245,SDL186511136,SD
34LWGW2245,SDL152143975,SD
46LWGW2245,SDL141173579,SD
48LWGW2245,SDL204198419,SD
42LWGW2245,SDL216071289,SD
40LWGW2245,SDL194281389,SD
36LWGW2245,SDL184220616,SD
30LWGW2245,SDL113916293,SD
32LWGW2245,SDL153242156,SD
28LWGW2243,SDL499759712,SD
44LWGW2242,SDL446968759,SD
46LWGW2242,SDL443063889,SD
38LWGW2242,SDL437912400,SD
38LWGW2241,SDL694989697,SD
28LWGW2241,SDL687098059,SD
30LWGW2241,SDL694091142,SD
40LWGW2241,SDL684357180,SD
48LWGW2241,SDL697764318,SD
42LWGW2241,SDL687007223,SD
32LWGW2241,SDL690159443,SD
34LWGW2241,SDL693617149,SD
50LWGW2241,SDL690519476,SD
46LWGW2241,SDL691745529,SD
36LWGW2241,SDL687548612,SD
44LWGW2241,SDL695863589,SD
38LWGW2225,SDL015217411,SD
42LWGW2242,SDL445250766,SD
30LWGW2243,SDL486545375,SD
34LWGW2202,SDL389842849,SD
36LWGW2242,SDL415709628,SD
40LWGW2242,SDL428628836,SD
44LWGW2221,SDL189381060,SD
42LWGW2224,SDL879718394,SD
30LWGW2212,SDL288536435,SD
50LWGW2243,SDL557103561,SD
46LWGW2243,SDL567847690,SD
28LWGW2242,SDL413842856,SD
32LWGW2242,SDL425877042,SD
40LWGW2225,SDL178716164,SD
44LWGW2225,SDL087312530,SD
34LWGW2201,SDL584721971,SD
40LWGW2243,SDL557984236,SD
38LWGW2207,SDL409709279,SD
34LWGW2242,SDL422194252,SD
30LWGW2220,SDL830592125,SD
30LWGW2201,SDL581319991,SD
42LWGW2243,SDL501490676,SD
36LWGW2211,SDL952532347,SD
42LWGW2213,SDL063960530,SD
32LWGW2243,SDL527353705,SD
36LWGW2201,SDL590572849,SD
44LWGW2211,SDL987710748,SD
46LWGW2220,SDL849311018,SD
40LWGW2207,SDL399599618,SD
36LWGW2206,SDL983172674,SD
30LWGW2225,SDL972642283,SD
30LWGW2211,SDL935187804,SD
46LWGW2221,SDL181497038,SD
38LWGW2243,SDL516790546,SD
44LWGW2212,SDL312862641,SD
48LWGW2213,SDL017325268,SD
30LWGW2242,SDL410285217,SD
34LWGW2243,SDL533381740,SD
36LWGW2243,SDL486478835,SD
34LWGW2212,SDL303119630,SD
44LWGW2224,SDL934593358,SD
48LWGW2242,SDL450209540,SD
42LWGW2220,SDL851082556,SD
46LWGW2211,SDL986543117,SD
44LWGW2243,SDL527372845,SD
48LWGW2243,SDL500373607,SD
30LWGW2206,SDL959743339,SD
36LWGW2224,SDL905872842,SD
44LWGW2220,SDL850994988,SD
36LWGW2220,SDL837212646,SD
34LWGW2213,SDL105753780,SD
38LWGW2211,SDL984282622,SD
46LWGW2225,SDL136630208,SD
30LWGW2224,SDL837026690,SD
30LWGW2213,SDL056468305,SD
32LWGW2207,SDL390150433,SD
34LWGW2207,SDL403849359,SD
46LWGW2224,SDL931082473,SD
34LWGW2220,SDL832900858,SD
40LWGW2211,SDL974784921,SD
48LWGW2225,SDL149880559,SD
48LWGW2220,SDL841378557,SD
48LWGW2215,SDL237948735,SD
30LWGW2215,SDL174559767,SD
46LWGW2215,SDL226339464,SD
38LWGW2215,SDL221537696,SD
42LWGW2215,SDL199985175,SD
36LWGW2215,SDL228441890,SD
30LWGW2226,SDL180120015,SD
32LWGW2226,SDL236937090,SD
40LWGW2226,SDL194163614,SD
46LWGW2226,SDL272357365,SD
42LWGW2226,SDL196838161,SD
42LWGW2219,SDL151967646,SD
44LWGW2219,SDL117238492,SD
FLYDB20214004,SDL687403353,SD
LWDB19204098,SDL565877262,SD
LWDB19204099,SDL945137871,SD
